,SourceFile,Directory,Date,FileName,Rings_visible,Rings_comb,Flag,comments,Molt,Score
49,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9035.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9035.JPG,1,RROB,0,,0,
50,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9036.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9036.JPG,1,RROB,0,,1,6
51,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9055.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9055.JPG,1,RWRR,0,,0,
52,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9071.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9071.JPG,1,RBGB,0,,0,
53,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9076.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9076.JPG,1,RBWR,0,,0,
54,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9125.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9125.JPG,1,RWBB,0,,0,
55,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9162.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9162.JPG,1,RWLG,0,,1,5
56,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9165.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9165.JPG,1,RROB,0,,1,6
57,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9183.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9183.JPG,1,RBOO,0,,1,6
58,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9191.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9191.JPG,1,RRGO,0,,1,6
59,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9197.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9197.JPG,1,RRGO,0,,1,6
60,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib/IMG_9202.JPG,E:/Dotterel Observations/2022/November/2022_11_06 Dot check Hatch Ginger bib,06/11/2022,IMG_9202.JPG,1,RRGO,0,,1,6
61,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9230.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9230.JPG,1,RWBB,0,,1,4
62,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9263.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9263.JPG,1,00BB,0,CUT LEG,1,5
63,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9283.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9283.JPG,1,RBOO,0,,1,6
64,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9331.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9331.JPG,1,RRBG,0,,1,6
65,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9381.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9381.JPG,1,RRBG,0,,1,6
66,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9402.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9402.JPG,1,RRBG,0,,1,6
67,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9413.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9413.JPG,1,RRGO,0,,1,6
68,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9414.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9414.JPG,1,RRBG,0,,1,6
69,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9426.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9426.JPG,1,RRGO,0,,1,6
70,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9431.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9431.JPG,1,RRBG,0,,1,6
71,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9466.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9466.JPG,1,RWLB,0,,1,4
72,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9469.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9469.JPG,1,RWBG,0,,1,5
73,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding/IMG_9482.JPG,E:/Dotterel Observations/2022/November/2022_11_07 Dot check Clare Reilly banding,07/11/2022,IMG_9482.JPG,1,RWBG,0,,1,5
74,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0001.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0001.JPG,1,RROB,0,,1,6
75,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0013.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0013.JPG,1,RWLG,0,,1,5
76,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0019.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0019.JPG,1,RWRR,0,,1,5
77,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0025.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0025.JPG,1,RWRR,0,,1,5
78,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0030.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0030.JPG,1,RRGB,0,,1,6
79,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0048.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0048.JPG,1,RROB,0,,1,6
80,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0049.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0049.JPG,1,RWLG,0,,1,5
81,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0064.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0064.JPG,1,RRGB,0,,1,6
82,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0087.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0087.JPG,1,RWRR,0,,1,5
83,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0103.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0103.JPG,1,RWLB,0,,1,5
84,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0128.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0128.JPG,1,RBGB,0,,0,
85,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0164.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0164.JPG,1,RBGB,0,,1,4
86,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0168.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0168.JPG,1,RBWR,0,,1,6
87,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0190.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0190.JPG,1,RBWR,0,,1,6
88,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0235.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0235.JPG,1,RROB,0,,1,3
89,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_0257.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_0257.JPG,1,RWBY,0,,1,5
90,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9938.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9938.JPG,1,RLBY,1,,1,5
91,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9946.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9946.JPG,1,RLBY,1,,1,5
92,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9956.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9956.JPG,1,RBBR,0,,1,6
93,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9959.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9959.JPG,1,RBBR,0,,1,6
94,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9960.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9960.JPG,1,RGGL,0,,1,5
95,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9961.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9961.JPG,1,RGGL,0,,1,5
96,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9970.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9970.JPG,1,RGGL,0,,1,5
97,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9976.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9976.JPG,1,RRBG,0,,1,6
98,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob/IMG_9993.JPG,E:/Dotterel Observations/2022/November/2022_11_10 Dot ob,10/11/2022,IMG_9993.JPG,1,RRBG,0,,1,6
99,E:/Dotterel Observations/2022/November/2022_11_12  Omaha chicks/IMG_0011.JPG,E:/Dotterel Observations/2022/November/2022_11_12  Omaha chicks,12/11/2022,IMG_0011.JPG,1,RGGL,0,,1,5
395,E:/Dotterel Observations/2022/December/2022_12_11 Omaha chicks/IMG_0011.JPG,E:/Dotterel Observations/2022/December/2022_12_11 Omaha chicks,12/11/2022,IMG_0011.JPG,1,RGGL,0,,1,5
396,E:/Dotterel Observations/2022/December/2022_12_11 Omaha chicks/IMG_0025.JPG,E:/Dotterel Observations/2022/December/2022_12_11 Omaha chicks,12/11/2022,IMG_0025.JPG,1,RGGL,0,,1,5
100,E:/Dotterel Observations/2022/November/2022_11_12  Omaha chicks/IMG_0026.JPG,E:/Dotterel Observations/2022/November/2022_11_12  Omaha chicks,12/11/2022,IMG_0026.JPG,1,RGGL,0,,1,5
101,E:/Dotterel Observations/2022/November/2022_11_15 Dot nest NPG/IMG_0003.JPG,E:/Dotterel Observations/2022/November/2022_11_15 Dot nest NPG,15/11/2022,IMG_0003.JPG,1,RYBW,0,,1,6
102,E:/Dotterel Observations/2022/November/2022_11_15 Dot nest NPG/IMG_0011.JPG,E:/Dotterel Observations/2022/November/2022_11_15 Dot nest NPG,15/11/2022,IMG_0011.JPG,1,RBOG,0,,1,4
103,E:/Dotterel Observations/2022/November/2022_11_15 Dot nest NPG/IMG_0021.JPG,E:/Dotterel Observations/2022/November/2022_11_15 Dot nest NPG,15/11/2022,IMG_0021.JPG,1,RYBW,0,,1,6
104,E:/Dotterel Observations/2022/November/2022_11_16 RYYY/IMG_9796.JPG,E:/Dotterel Observations/2022/November/2022_11_16 RYYY,16/11/2022,IMG_9796.JPG,1,RYYY,0,DEAD,1,3
105,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0567.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0567.JPG,1,RBRO,0,,1,5
106,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0575.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0575.JPG,1,RBRO,0,,1,5
107,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0588.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0588.JPG,1,RYRB,0,,1,4
108,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0591.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0591.JPG,1,RROB,0,,1,4
109,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0645.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0645.JPG,1,RWBG,0,,1,5
110,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0660.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0660.JPG,1,RBWR,0,,1,7
111,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0667.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0667.JPG,1,RBWR,0,,1,7
112,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0673.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0673.JPG,1,RBGW,0,,1,4
113,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0675.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0675.JPG,1,RBGB,0,,0,
114,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0678.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0678.JPG,1,RBWR,0,,1,7
115,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0684.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0684.JPG,1,RBWR,0,,0,
116,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0693.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0693.JPG,1,RWBB,0,,1,4
117,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0736.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0736.JPG,1,RWBB,0,,1,4
118,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0741.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0741.JPG,1,RWBG,0,,0,
119,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0750.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0750.JPG,1,RWBG,0,,1,5
120,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0752.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0752.JPG,1,RWLB,0,,1,4
121,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0768.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0768.JPG,1,RROB,0,,1,6
122,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0781.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0781.JPG,1,RWRR,0,,1,5
123,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0790.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0790.JPG,1,RRGB,0,,1,6
124,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob/IMG_0811.JPG,E:/Dotterel Observations/2022/November/2022_11_23 Dot Ob,23/11/2022,IMG_0811.JPG,1,RWLG,0,,1,5
